doc_no,item_seq,sys_no,author,title,edition,imprint,publication_date,citation,barcode,class,collection_code,call_number_key,primary_call_no_desc,item_desc,internal_note,item_status,event_id,event_type,event_category,event_category_label,event_date,event_hour,event_minute,event_day_part,event_month,event_year,event_year_month,patron_status,patron_type
3510330,20,3488237,"Devereaux, Charan.",Case studies in US trade negotiation /,,"Washington, DC : Institute for International Economics, c2006.",2006,"Devereaux, Charan. ÊCase studies in US trade negotiation / Charan Deveraux, Robert Z. Lawrence, Michael D. Watkins. ÊWashington, DC : Institute for International Economics, c2006. Ê2 v. : ill. ; 23 cm. [003488237]",L00501894R,International Trade Law (LAW 361),LRESV,hf#1455 d49 2006,HF1455 .D49 2006,v.2,,01,28643,Transfer Loan,02,Loans,"Oct 20, 2008",10,54,Morning,10,2008,2008/10,Dummy,Other - Miscellanous
3969341,30,3969231,"Glannon, Joseph W.",Civil procedure :,6th ed.,"New York, NY : Aspen Publishers, c2008.",2008,"Glannon, Joseph W. ÊCivil procedure : examples and explanations / Joseph W. Glannon. ÊNew York, NY : Aspen Publishers, c2008. Êxvii, 722 p.: ill. ; 26 cm. [003969231]",L00530278P,Civil Procedure (LAW 110),LRESV,kf#8839 g58 2008,KF8839 .G58 2008,c.3,,12,37195,Simple Loan,02,Loans,"Oct 23, 2011",14,07,Noon,10,2011,2011/10,Graduate Student,Grad - Law
4036330,10,4036325,"Barnett, Randy E.",Contracts :,4th ed.,"New York, NY : Aspen Publishers, c2008.",2008,"Barnett, Randy E. ÊContracts : cases and doctrine / Randy E. Barnett. ÊNew York, NY : Aspen Publishers, c2008. Êxxxix, 1160 p. ; 27 cm. [004036325]",L00507919V,Contracts (LAW 130),LRESV,"kf""801 a7 b35 2008",KF801.A7 B35 2008,,,12,28159,Simple Loan,02,Loans,"Jan 9, 2012",14,39,Noon,01,2012,2012/01,Graduate Student,Grad - Law
4036330,10,4036325,"Barnett, Randy E.",Contracts :,4th ed.,"New York, NY : Aspen Publishers, c2008.",2008,"Barnett, Randy E. ÊContracts : cases and doctrine / Randy E. Barnett. ÊNew York, NY : Aspen Publishers, c2008. Êxxxix, 1160 p. ; 27 cm. [004036325]",L00507919V,Contracts (LAW 130),LRESV,"kf""801 a7 b35 2008",KF801.A7 B35 2008,,,12,4113,Simple Loan,02,Loans,"Feb 25, 2012",13,24,Noon,02,2012,2012/02,Graduate Student,Grad - Law
4036330,10,4036325,"Barnett, Randy E.",Contracts :,4th ed.,"New York, NY : Aspen Publishers, c2008.",2008,"Barnett, Randy E. ÊContracts : cases and doctrine / Randy E. Barnett. ÊNew York, NY : Aspen Publishers, c2008. Êxxxix, 1160 p. ; 27 cm. [004036325]",L00507919V,Contracts (LAW 130),LRESV,"kf""801 a7 b35 2008",KF801.A7 B35 2008,,,01,6447,Transfer Loan,02,Loans,"Dec 31, 2008",11,02,Morning,12,2008,2008/12,Dummy,Other - Miscellanous
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,48756,Simple Loan,02,Loans,"Sep 14, 2010",16,58,Noon,09,2010,2010/09,Graduate Student,Grad - Law
3510330,10,3488237,"Devereaux, Charan.",Case studies in US trade negotiation /,,"Washington, DC : Institute for International Economics, c2006.",2006,"Devereaux, Charan. ÊCase studies in US trade negotiation / Charan Deveraux, Robert Z. Lawrence, Michael D. Watkins. ÊWashington, DC : Institute for International Economics, c2006. Ê2 v. : ill. ; 23 cm. [003488237]",L00500588Q,International Trade Law (LAW 361),LRESV,hf#1455 d49 2006,HF1455 .D49 2006,v.1,,12,43173,Simple Loan,02,Loans,"Sep 4, 2012",15,16,Noon,09,2012,2012/09,Graduate Student,Grad - Law
3510330,10,3488237,"Devereaux, Charan.",Case studies in US trade negotiation /,,"Washington, DC : Institute for International Economics, c2006.",2006,"Devereaux, Charan. ÊCase studies in US trade negotiation / Charan Deveraux, Robert Z. Lawrence, Michael D. Watkins. ÊWashington, DC : Institute for International Economics, c2006. Ê2 v. : ill. ; 23 cm. [003488237]",L00500588Q,International Trade Law (LAW 361),LRESV,hf#1455 d49 2006,HF1455 .D49 2006,v.1,,12,30537,Simple Loan,02,Loans,"Oct 30, 2012",15,07,Noon,10,2012,2012/10,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,29252,Simple Loan,02,Loans,"Oct 13, 2009",16,55,Noon,10,2009,2009/10,Graduate Student,Grad - Law
4317340,870,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486462U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.6,,12,21654,Simple Loan,02,Loans,"Sep 16, 2011",14,31,Noon,09,2011,2011/09,Graduate Student,Grad - Law
4317340,870,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486462U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.6,,12,5099,Simple Loan,02,Loans,"Feb 10, 2012",11,04,Morning,02,2012,2012/02,Graduate Student,Grad - Law
4317340,870,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486462U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.6,,12,49754,Simple Loan,02,Loans,"Sep 20, 2012",12,29,Morning,09,2012,2012/09,Graduate Student,Grad - Law
3969341,30,3969231,"Glannon, Joseph W.",Civil procedure :,6th ed.,"New York, NY : Aspen Publishers, c2008.",2008,"Glannon, Joseph W. ÊCivil procedure : examples and explanations / Joseph W. Glannon. ÊNew York, NY : Aspen Publishers, c2008. Êxvii, 722 p.: ill. ; 26 cm. [003969231]",L00530278P,Civil Procedure (LAW 110),LRESV,kf#8839 g58 2008,KF8839 .G58 2008,c.3,,12,38529,Simple Loan,02,Loans,"Oct 24, 2011",07,50,Night,10,2011,2011/10,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,47831,Simple Loan,02,Loans,"Sep 1, 2010",17,16,Evening,09,2010,2010/09,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,42632,Simple Loan,02,Loans,"Sep 13, 2010",13,52,Noon,09,2010,2010/09,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,9584,Simple Loan,02,Loans,"May 16, 2011",15,37,Noon,05,2011,2011/05,Graduate Student,Grad - General
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,35326,Simple Loan,02,Loans,"Oct 1, 2012",18,19,Evening,10,2012,2012/10,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,25125,Simple Loan,02,Loans,"Sep 28, 2012",09,07,Morning,09,2012,2012/09,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,46582,Simple Loan,02,Loans,"Sep 14, 2010",11,08,Morning,09,2010,2010/09,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,50429,Simple Loan,02,Loans,"Sep 15, 2010",09,53,Morning,09,2010,2010/09,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,31821,Simple Loan,02,Loans,"Aug 26, 2011",11,38,Morning,08,2011,2011/08,Graduate Student,Grad - Law
4317340,870,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486462U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.6,,12,25849,Simple Loan,02,Loans,"Sep 13, 2012",11,12,Morning,09,2012,2012/09,Graduate Student,Grad - Law
4317340,870,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486462U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.6,,12,10546,Simple Loan,02,Loans,"Sep 9, 2012",19,51,Evening,09,2012,2012/09,Graduate Student,Grad - Law
4317340,870,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486462U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.6,,12,13600,Simple Loan,02,Loans,"Jan 6, 2011",14,32,Noon,01,2011,2011/01,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,41591,Simple Loan,02,Loans,"Feb 10, 2011",09,14,Morning,02,2011,2011/02,Graduate Student,Grad - General
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,47082,Simple Loan,02,Loans,"Oct 15, 2010",09,56,Morning,10,2010,2010/10,Graduate Student,Grad - Law
4317340,10,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486465X,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.3,,12,51729,Simple Loan,02,Loans,"Feb 27, 2011",14,38,Noon,02,2011,2011/02,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,31666,Simple Loan,02,Loans,"Nov 29, 2012",15,44,Noon,11,2012,2012/11,Graduate Student,Grad - Law
4317340,860,4317340,,The bluebook :,19th ed.,"Cambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010.",2010,"The bluebook : a uniform system of citation / compiled by the editors of the Columbia Law Review, the Harvard Law Review, the University of Pennsylvania Law Review, and the Yale Law Journal. ÊCambridge, Mass. : Published and distributed by the Harvard Law Review Association, 2010. Êxvii, 511 p. ; 22 cm. [004317340]",L00486463V,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""245 u55 2010",KF245 .U55 2010,c.5,,12,37725,Simple Loan,02,Loans,"Nov 1, 2012",12,21,Morning,11,2012,2012/11,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,12593,Simple Loan,02,Loans,"Sep 1, 2008",09,48,Morning,09,2008,2008/09,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,4308,Simple Loan,02,Loans,"Oct 27, 2008",17,19,Evening,10,2008,2008/10,Graduate Student,Grad - Law
3969646,10,3969518,"Shapo, Helene S., 1938-",Writing and analysis in the law /,5th ed.,"New York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008.",2008,"Shapo, Helene S., 1938- ÊWriting and analysis in the law / Helene S. Shapo, Marilyn R. Walter, Elizabeth Fajans. ÊNew York : Foundation Press ; [St. Paul, Minn.] : Thomson/West, c2008. Êxx, 614 p. ; 26 cm. + teacher's manual. [003969518]",L00457446U,"Legal Analysis, Research & Writing (LAW 160A)",LRESV,"kf""250 s52 2008",KF250 .S52 2008,,Gift of: Patricia Speth Blackmon,12,11711,Simple Loan,02,Loans,"Aug 22, 2010",17,59,Evening,08,2010,2010/08,Graduate Student,Grad - Law
